title,sold,commentCount,item_id,shipping,fastPostFee,userId,nick,userType,isB2c,location,sellerLoc,pic_path,type,tItemType,zkType,zkGroup,priceColor,priceWithRate,auctionURL,isP4p,itemNumId,originalPrice,freight,act,coinLimit,priceWap,price,category,auctionType,url,img2,wwimUrl,previewUrl,favoriteUrl,isMobileEcard,iswebp,name,iconList,icons,area
美的空气净化器家用卧室负离子除甲醛雾霾二手烟pm2.5除烟除尘C46,3383,29966,522682640316,0.00,0.00,410231012,美的多博专卖店,1,1,江苏 南京,江苏 南京,http://g.search.alicdn.com/img/bao/uploaded/i4/i4/410231012/O1CN01yFYeNL1JLXIT8LO9M_!!410231012.jpg_60x60.jpg,fixed,nt_auction,爆款促销,,#000000,,,false,522682640316,1998.00,0.00,3383,0,998.00,998.00,350402,b,//detail.m.tmall.com/item.htm?id=522682640316&abtest=20&rn=7902a94852d6ef6285a242069606a46e&sid=ae91b3fd74b70377a6c8ac9d98218a70,//gw2.alicdn.com/bao/uploaded/i1/410231012/O1CN01sfyk0J1JLXISuFJUi_!!0-item_pic.jpg,//im.m.taobao.com/ww/ad_ww_dialog.htm?item_num_id=522682640316&amp;to_user=w8C1xLbgsqnXqML0teo%3D,//a.m.taobao.com/ajax/pre_view.do?itemId=522682640316&abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70,//fav.m.taobao.com/favorite/to_collection.htm?abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70&itemNumId=522682640316,false,,美的空气净化器家用卧室负离子除甲醛雾霾二手烟pm2.5除烟除尘C46,,[],南京
美的空气净化器家用客厅除甲醛卧室雾霾烟尘pm2.5净化机TB32氧吧,205,155,576621691376,0.00,0.00,3333925576,midea美的和润专卖店,1,1,湖北 孝感,,http://g.search2.alicdn.com/img/bao/uploaded/i4/i2/3333925576/O1CN01wL59Cp1r3qwPJoiS6_!!0-item_pic.jpg_60x60.jpg,fixed,nt_auction,活动中,,#000000,,,false,576621691376,3999.00,0.00,205,0,2599.00,2599.00,350402,b,//detail.m.tmall.com/item.htm?id=576621691376&abtest=20&rn=7902a94852d6ef6285a242069606a46e&sid=ae91b3fd74b70377a6c8ac9d98218a70,//gw3.alicdn.com/bao/uploaded/i2/3333925576/O1CN01wL59Cp1r3qwPJoiS6_!!0-item_pic.jpg,//im.m.taobao.com/ww/ad_ww_dialog.htm?item_num_id=576621691376&amp;to_user=bWlkZWHDwLXEus3I89eowvS16g%3D%3D,//a.m.taobao.com/ajax/pre_view.do?itemId=576621691376&abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70,//fav.m.taobao.com/favorite/to_collection.htm?abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70&itemNumId=576621691376,false,,美的空气净化器家用客厅除甲醛卧室雾霾烟尘pm2.5净化机TB32氧吧,,[],孝感
海尔空气净化器除甲醛二手烟雾霾pm2.5异味负离子杀菌大面积家用,994,1912,571371591750,0.00,0.00,3972144866,海尔海云汇智健专卖店,1,1,山东 青岛,,http://g.search2.alicdn.com/img/bao/uploaded/i4/i3/3972144866/O1CN011JYLuT1lofjdQgB1n_!!3972144866.jpg_60x60.jpg,fixed,nt_auction,专属优惠,,#000000,,,false,571371591750,2999.00,0.00,994,0,2399.00,2399.00,350402,b,//detail.m.tmall.com/item.htm?id=571371591750&abtest=20&rn=7902a94852d6ef6285a242069606a46e&sid=ae91b3fd74b70377a6c8ac9d98218a70,//gw1.alicdn.com/bao/uploaded/i1/3972144866/O1CN01F3oaga1lofjZnVbKy_!!0-item_pic.jpg,//im.m.taobao.com/ww/ad_ww_dialog.htm?item_num_id=571371591750&amp;to_user=uqO2%2B7qj1Ma749bHvaHXqML0teo%3D,//a.m.taobao.com/ajax/pre_view.do?itemId=571371591750&abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70,//fav.m.taobao.com/favorite/to_collection.htm?abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70&itemNumId=571371591750,false,,海尔空气净化器除甲醛二手烟雾霾pm2.5异味负离子杀菌大面积家用,,[],青岛
德国无耗材静电负离子空气净化器家用除甲醛pm2.5烟雾霾卧室智能,285,613,520780081471,0.00,0.00,555210241,feng77225,0,0,上海,北京 北京,http://g.search2.alicdn.com/img/bao/uploaded/i4/i4/555210241/O1CN01A3w4AG1DePvcgVTHx_!!555210241.jpg_60x60.jpg,fixed,nt_auction,抢购价,,#000000,,,false,520780081471,3660.00,0.00,285,200,1880.00,1880.00,350402,b,//a.m.taobao.com/i520780081471.htm?abtest=20&rn=7902a94852d6ef6285a242069606a46e&sid=ae91b3fd74b70377a6c8ac9d98218a70,//gw3.alicdn.com/bao/uploaded/i4/555210241/O1CN01A3w4AG1DePvcgVTHx_!!555210241.jpg,//im.m.taobao.com/ww/ad_ww_dialog.htm?item_num_id=520780081471&amp;to_user=ZmVuZzc3MjI1,//a.m.taobao.com/ajax/pre_view.do?itemId=520780081471&abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70,//fav.m.taobao.com/favorite/to_collection.htm?abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70&itemNumId=520780081471,false,,德国无耗材静电负离子空气净化器家用除甲醛pm2.5烟雾霾卧室智能,,[],上海
欧普诺空气净化器家用卧室内去除烟除尘甲醛雾霾负离子PM2.5氧吧,2378,8638,572213445348,0.00,0.00,2982198313,泰格瑞净水设备,0,0,广东 深圳,,http://g.search.alicdn.com/img/bao/uploaded/i4/i4/2982198313/O1CN012BHOyFQbYmfIvF8_!!2982198313.jpg_60x60.jpg,fixed,nt_auction,活动中,,#000000,,,false,572213445348,598.00,0.00,2378,200,299.00,299.00,350402,b,//a.m.taobao.com/i572213445348.htm?abtest=20&rn=7902a94852d6ef6285a242069606a46e&sid=ae91b3fd74b70377a6c8ac9d98218a70,//gw2.alicdn.com/bao/uploaded/i4/2982198313/O1CN012BHOyFQbYmfIvF8_!!2982198313.jpg,//im.m.taobao.com/ww/ad_ww_dialog.htm?item_num_id=572213445348&amp;to_user=zKm48cjwvrvLrsnosbg%3D,//a.m.taobao.com/ajax/pre_view.do?itemId=572213445348&abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70,//fav.m.taobao.com/favorite/to_collection.htm?abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70&itemNumId=572213445348,false,,欧普诺空气净化器家用卧室内去除烟除尘甲醛雾霾负离子PM2.5氧吧,,[],深圳
英国智能空气净化器家用卧室客厅除雾霾甲醛烟尘负离子pm2.5氧吧,2268,6105,566893751752,0.00,0.00,1727898934,fangfang_ying,0,0,广东 中山,,http://g.search2.alicdn.com/img/bao/uploaded/i4/i4/1727898934/O1CN012FrovWA6nIa2dzi_!!1727898934.jpg_60x60.jpg,fixed,nt_auction,狂欢大促,,#000000,,,false,566893751752,499.00,0.00,2268,200,269.00,269.00,350402,b,//a.m.taobao.com/i566893751752.htm?abtest=20&rn=7902a94852d6ef6285a242069606a46e&sid=ae91b3fd74b70377a6c8ac9d98218a70,//gw3.alicdn.com/bao/uploaded/i4/1727898934/O1CN012FrovWA6nIa2dzi_!!1727898934.jpg,//im.m.taobao.com/ww/ad_ww_dialog.htm?item_num_id=566893751752&amp;to_user=ZmFuZ2ZhbmdfeWluZw%3D%3D,//a.m.taobao.com/ajax/pre_view.do?itemId=566893751752&abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70,//fav.m.taobao.com/favorite/to_collection.htm?abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70&itemNumId=566893751752,false,,英国智能空气净化器家用卧室客厅除雾霾甲醛烟尘负离子pm2.5氧吧,,[],中山
德国无耗材空气净化器家用卧室内去除甲醛PM2.5活性炭异味爱达屋,197,464,539372523907,0.00,0.00,263686611,hjq198jack,0,0,北京,北京 北京,http://g.search2.alicdn.com/img/bao/uploaded/i4/i1/263686611/O1CN01Rw4FqO1yhsroneZQ1_!!263686611.jpg_60x60.jpg,fixed,nt_auction,狂欢大促,,#000000,,,false,539372523907,3999.00,0.00,197,500,2199.00,2199.00,350402,b,//a.m.taobao.com/i539372523907.htm?abtest=20&rn=7902a94852d6ef6285a242069606a46e&sid=ae91b3fd74b70377a6c8ac9d98218a70,//gw3.alicdn.com/bao/uploaded/i1/263686611/O1CN01Rw4FqO1yhsroneZQ1_!!263686611.jpg,//im.m.taobao.com/ww/ad_ww_dialog.htm?item_num_id=539372523907&amp;to_user=aGpxMTk4amFjaw%3D%3D,//a.m.taobao.com/ajax/pre_view.do?itemId=539372523907&abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70,//fav.m.taobao.com/favorite/to_collection.htm?abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70&itemNumId=539372523907,false,,德国无耗材空气净化器家用卧室内去除甲醛PM2.5活性炭异味爱达屋,,[],北京
韩国信一空气净化器家用卧室内除甲醛雾霾负离子PM2.5除粉尘氧吧,373,95,581298272004,0.00,0.00,3707852538,shinil信一旗舰店,1,1,浙江 宁波,,http://g.search2.alicdn.com/img/bao/uploaded/i4/i4/3707852538/O1CN01N9FA9H1UcRgkVFcpV_!!3707852538.jpg_60x60.jpg,fixed,nt_auction,品牌钜惠,,#000000,,,false,581298272004,1998.00,0.00,373,0,999.00,999.00,350402,b,//detail.m.tmall.com/item.htm?id=581298272004&abtest=20&rn=7902a94852d6ef6285a242069606a46e&sid=ae91b3fd74b70377a6c8ac9d98218a70,//gw3.alicdn.com/bao/uploaded/i4/3707852538/O1CN011UcRgf9f1OLHCnS_!!0-item_pic.jpg,//im.m.taobao.com/ww/ad_ww_dialog.htm?item_num_id=581298272004&amp;to_user=c2hpbmls0MXSu8bsvaK16g%3D%3D,//a.m.taobao.com/ajax/pre_view.do?itemId=581298272004&abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70,//fav.m.taobao.com/favorite/to_collection.htm?abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70&itemNumId=581298272004,false,,韩国信一空气净化器家用卧室内除甲醛雾霾负离子PM2.5除粉尘氧吧,,[],宁波
安美瑞ffu空气净化器X8家用卧室静音负离子除甲醛雾霾PM2.5氧吧,89,4490,560058033118,0.00,0.00,2382472741,安美瑞旗舰店,1,1,广东 东莞,广东省 深圳市,http://g.search.alicdn.com/img/bao/uploaded/i4/i2/2382472741/O1CN011W7Q5GKSr2zUaMs_!!2382472741.jpg_60x60.jpg,fixed,nt_auction,促销价,,#000000,,,false,560058033118,4600.00,0.00,89,0,2680.00,2680.00,350402,b,//detail.m.tmall.com/item.htm?id=560058033118&abtest=20&rn=7902a94852d6ef6285a242069606a46e&sid=ae91b3fd74b70377a6c8ac9d98218a70,//gw3.alicdn.com/bao/uploaded/i1/2382472741/O1CN01C0XWZh1W7Q5k989Wj_!!0-item_pic.jpg,//im.m.taobao.com/ww/ad_ww_dialog.htm?item_num_id=560058033118&amp;to_user=sLLDwMjwxuy9orXq,//a.m.taobao.com/ajax/pre_view.do?itemId=560058033118&abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70,//fav.m.taobao.com/favorite/to_collection.htm?abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70&itemNumId=560058033118,false,,安美瑞ffu空气净化器X8家用卧室静音负离子除甲醛雾霾PM2.5氧吧,,[],东莞
移动式医用空气消毒机臭氧杀菌紫外线消毒等离子净化器家用动态,516,2114,556520323499,0.00,0.00,2735766236,洋洋鑫158,0,0,北京,,http://g.search2.alicdn.com/img/bao/uploaded/i4/i3/2735766236/TB2TYHHg.R1BeNjy0FmXXb0wVXa_!!2735766236.png_60x60.jpg,fixed,nt_auction,,,#000000,,,false,556520323499,2700.00,0.00,516,500,2700.00,2700.00,350402,b,//a.m.taobao.com/i556520323499.htm?abtest=20&rn=7902a94852d6ef6285a242069606a46e&sid=ae91b3fd74b70377a6c8ac9d98218a70,//gw1.alicdn.com/bao/uploaded/i3/2735766236/TB2TYHHg.R1BeNjy0FmXXb0wVXa_!!2735766236.png,//im.m.taobao.com/ww/ad_ww_dialog.htm?item_num_id=556520323499&amp;to_user=0fPR8%2FbOMTU4,//a.m.taobao.com/ajax/pre_view.do?itemId=556520323499&abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70,//fav.m.taobao.com/favorite/to_collection.htm?abtest=20&sid=ae91b3fd74b70377a6c8ac9d98218a70&itemNumId=556520323499,false,,移动式医用空气消毒机臭氧杀菌紫外线消毒等离子净化器家用动态,,[],北京
